PUBCHEM_SMILES,PUBCHEM_ACTIVITY_OUTCOME,Antagonist Activity,Viability Activity,Antagonist Efficacy (%),Molecule
C(COCCOCCN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4e8f0>
CNCC(C1=CC(=C(C=C1)O)O)O.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4e960>
CCC1(CC(=O)NC1=O)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4e9d0>
C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4ea40>
CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O.Br,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4eab0>
C1CN(CCC12CNC(=O)O2)CCC3=CC=CC=C3.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4eb20>
CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4eb90>
C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4ec00>
CCOC(=O)NC1=C(N=C(C=C1)NCC2=CC=C(C=C2)F)N.C(=C\C(=O)O)\C(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4ec70>
CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4ece0>
CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4ed50>
C1CCC(CC1)(CC(=O)O)CN,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4edc0>
COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4ee30>
C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4eea0>
C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4ef10>
CC[N+](CC)(CC)CCOC1=C(C(=CC=C1)OCC[N+](CC)(CC)CC)OCC[N+](CC)(CC)CC.[I-].[I-].[I-],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4ef80>
C[N+](C)(C)CCCCCC[N+](C)(C)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4eff0>
C1CC(C2=C(C3=CC=CC=C3N=C2C1)N)O.C(=C\C(=O)O)\C(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4f060>
C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4f0d0>
C1=C(NC=N1)CCN,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4f140>
C1=CC(=C(C=C1CCN)O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4f1b0>
C(=O)(N)NO,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4f220>
CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4f290>
CC(C)C1=NN2C=CC=CC2=C1C(=O)C(C)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4f300>
CC(C)NCC(C1=CC(=C(C=C1)O)O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4f370>
CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4f3e0>
CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4f450>
CC(C)NNC(=O)C1=CC=NC=C1.OS(=O)(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4f4c0>
CCN1C=CN=C1CC2COC3=CC=CC=C3O2,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4f530>
CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4f5a0>
CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4f610>
C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4f680>
C1=CC=C2C(=C1)C(=NN2CC3=C(C=C(C=C3)Cl)Cl)C(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4f6f0>
CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)C1=CC=CC=C1,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4f760>
CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4f7d0>
CC1=CNN=C1.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4f840>
CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4f8b0>
CC(C)NCC(C1=CC(=CC(=C1)O)O)O.CC(C)NCC(C1=CC(=CC(=C1)O)O)O.OS(=O)(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4f920>
CC1=C(C(=CC=C1)C)OCC(C)N.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4f990>
CCO/C(=N/C1=C[N+](=NO1)N2CCOCC2)/[O-],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4fa00>
C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4fa70>
CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4fae0>
CC1=CC(=C(C=C1OC(=O)C)C(C)C)OCC[NH+](C)C.[Cl-],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4fb50>
CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4fbc0>
CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C(=C2)OC)OC)OC.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4fc30>
C(CS)N.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4fca0>
C[C@](CC1=CC=C(C=C1)O)(C(=O)O)N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4fd10>
CC1(C2CCC(C2)C1(C)NC)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4fd80>
CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4fdf0>
CC12CC3CC(C1)(CC(C3)(C2)N)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4fe60>
CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4fed0>
CNCCC(C1=CC=CC=C1)OC2=CC=CC=C2OC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da4ff40>
CC(CCC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da50040>
C1=CC=C(C=C1)CNC(=O)CCNNC(=O)C2=CC=NC=C2,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da500b0>
CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3.C(=C\C(=O)O)\C(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da50120>
CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C.[Br-],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da50190>
CC1=NC=C(C(=N1)N)CNC(=O)N(CCCl)N=O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da50200>
C1=CC(=CC=C1C(CN)O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da50270>
CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da502e0>
CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da50350>
CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da503c0>
CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da50430>
CC1=C(C(=O)N2C=CC=CC2=N1)CCN3CCC(CC3)C(=O)C4=CC=C(C=C4)F,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da504a0>
CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da50510>
CCCCCCCCCCCCCCCC(=O)NCCO,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da50580>
CC(C)NC[C@H](COC1=CC=CC2=CC=CC=C21)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da505f0>
CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da50660>
CC1=CN(C(=O)C=C1)C2=CC=CC=C2,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da506d0>
C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da50740>
CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da507b0>
C1CC(=O)N(C1)CC(=O)N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da50820>
CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da50890>
C[NH+](C)CCC(C1=CC=CC=C1)C2=CC=CC=[NH+]2.C(=C\C(=O)[O-])\C(=O)[O-],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da50900>
C1=CN=C(C=N1)C(=O)N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da50970>
CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da509e0>
CN1CCN(CC1)CC(=O)N2C3=CC=CC=C3C(=O)NC4=C2N=CC=C4,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da50a50>
CN(CC#C)CC1=CC=CC=C1.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da50ac0>
CN1CCN(CC1)CCCN2C3=C(SC4=CC=CC=C24)C=CC(=C3)Cl.C(=C\C(=O)O)\C(=O)O.C(=C\C(=O)O)\C(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da50b30>
C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=CC=N4,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da50ba0>
CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da50c10>
CCCNC(C)C(=O)NC1=CC=CC=C1C.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da50c80>
CCCN1C=NC2=C1C(=O)N(C(=O)N2C)CCCCC(=O)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da50cf0>
C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da50d60>
CCN(CC)CCOC(=O)C1=CC=C(C=C1)N.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da50dd0>
C1CN(CCN1)C2=NC3=CC=CC=C3C=C2.C(=C\C(=O)O)\C(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da50e40>
CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da50eb0>
C1CC1C(C2CC2)NC3=NCCO3,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da50f20>
CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da50f90>
CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da51000>
COC1=C(C=C(C=C1)C2CC(=O)NC2)OC3CCCC3,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da51070>
COC1=CC=CC=C1N2CCNCC2.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da510e0>
C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CC4COC5=CC=CC=C5O4,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da51150>
CNCC(C1=CC=C(C=C1)O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da511c0>
C1=CC=C(C=C1)N2C(=CC=N2)NS(=O)(=O)C3=CC=C(C=C3)N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da51230>
CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)(=O)C)C=CC(=C2)F)CC(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da512a0>
C1CN(CCC1N)C2=NC(=CC=C2)Cl.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da51310>
CC1CC(=O)NN=C1C2=CC=C(C=C2)NC(=NC)NC#N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da51380>
CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da513f0>
CCN1CCC[C@H]1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da51460>
CC\1=C(C2=C(/C1=C\C3=CC=C(C=C3)S(=O)C)C=CC(=C2)F)CC(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da514d0>
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da51540>
CC1=C2C(=CS1)C(=O)NC3=CC=CC=C3N2C(=O)CN4CCN(CC4)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da515b0>
CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da51620>
C(CS(=O)(=O)O)N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da51690>
CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da51700>
C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da51770>
CC[N+](CC)(CC)CC.[Cl-],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da517e0>
CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da51850>
CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O.CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O.OS(=O)(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da518c0>
C1=CC(=CC=C1CCN)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da51930>
C1CC(C2=CC=CC=C2C1)C3=NCCN3.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da519a0>
CN1C=NC2=C1C(=O)NC(=O)N2C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da51a10>
COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da51a80>
CC(C)(C)NCC(C1=CC=CC=C1Cl)O.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da51af0>
C1=CC(=C(C=C1C=C(C#N)C#N)O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da51b60>
C1=CC=C(C(=C1)C(F)(F)F)N2C=CN=C2,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da51bd0>
CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da51c40>
CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C3=CC(=CC(=C3)Cl)Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da51cb0>
CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da51d20>
CN1C(=CC(=O)N(C1=O)C)NCCCN2CCN(CC2)C3=CC=CC=C3OC.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da51d90>
C1CN=C(N1)NC2=C(C3=NC=CN=C3C=C2)Br,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da51e00>
CCCCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da51e70>
CC1=C(C(=CC=C1)C)NC2=NCCCS2,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da51ee0>
CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da51f50>
CCN(CC)CCOC(=O)C(C1=CC=CC=C1)C2=CC=CC=C2.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da51fc0>
CC[N+](C)(CC)CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13.[Br-],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da52030>
C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da520a0>
CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da52110>
C1=CN=CC=C1C(=O)NN,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da52180>
CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da521f0>
C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da52260>
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da522d0>
CC1=NC=C(C(=C1O)CO)CO,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da52340>
C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da523b0>
C1CN=C(N1)CC2=CC=CC=C2.Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da52420>
C1CCCN(CCC1)CCN=C(N)N.OS(=O)(=O)O.OS(=O)(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da52490>
CC1=CC(=O)N(N1C)C2=CC=CC=C2,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da52500>
CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da52570>
C1=CC(=CC=C1C(=O)NCC(=O)O)N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da525e0>
C1=CC2=C(C=C1Cl)N=C(O2)N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da52650>
C[N+]1(CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)CC1)C.COS(=O)(=O)[O-],Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da526c0>
C1=CC(=CC=C1N)S(=O)(=O)N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da52730>
C1[C@H](C(=O)NO1)N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da527a0>
CC(C)[N+](C)(CCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N)C(C)C,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da52810>
C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da52880>
CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da528f0>
CCC1(C(=O)C=CNC1=O)CC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da52960>
C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da529d0>
C1=CC(=CC=C1N)S(=O)(=O)NC2=NN=C(C=C2)Cl,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da52a40>
COC1=NN=C(C=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da52ab0>
CC1=CC(=O)C2=C(C3=C(C(=C2O1)OC)OC=C3)OC,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da52b20>
CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da52b90>
C1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da52c00>
C1=CC=C(C(=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC=CS3)C(=O)O,Inactive,inactive,inactive,0.0,<rdkit.Chem.rdchem.Mol object at 0x7d0d3da52c70>
